id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_profile_id,host_profile_url,host_name,host_since,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
51685477,https://www.airbnb.com/rooms/51685477,20251204025441,2025-12-04,city scrape,The Blue Room,"**PLEASE SEND A MESSAGE/INQUIRY AND AWAIT CONFIRMATION BEFORE MAKING A RESERVATION** <br />This special place is close to everything, making it easy to plan your visit.  Only a 15 minute drive from the Barclay center, and Down-town Brooklyn.  Plenty of shopping locally from clothing, caribbean food, accessories, and products to jewelry, art, and herbal supplements.  Accessible to mta buses and trains,  Prospect parks, Wingate park and Tilden park, along with many restaurants, all near by.",,https://a0.muscache.com/pictures/miso/Hosting-51685477/original/ab6ffd11-a6a9-469c-9e11-4a542fc89adf.jpeg,418726582,https://www.airbnb.com/users/show/418726582,1.4699024358681884e+18,https://www.airbnb.com/users/profile/1469902435868188346,Gerard,2021-08-16,4.0,3.0,4.0,3.0,,,,,,f,https://a0.muscache.com/im/pictures/user/User-418726582/original/a47e487b-b1b8-4b97-99a5-f90ffc974489.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-418726582/original/a47e487b-b1b8-4b97-99a5-f90ffc974489.jpeg?aki_policy=profile_x_medium,Little Caribbean,1.0,1.0,['phone'],t,t,,East Flatbush,Brooklyn,40.65678,-73.93361,Private room in casa particular,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Shower gel"", ""Dishes and silverware"", ""Exercise equipment"", ""Children\u2019s books and toys"", ""Freezer"", ""Refrigerator"", ""Outdoor dining area"", ""Outdoor furniture"", ""Microwave"", ""Radiant heating"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Children\u2019s dinnerware"", ""Books and reading material"", ""Cleaning products"", ""Bathtub"", ""First aid kit"", ""Baking sheet"", ""Smoke alarm"", ""Shampoo"", ""TV"", ""Indoor fireplace"", ""Hot water"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Garden view"", ""Cooking basics"", ""Shared backyard \u2013 Fully fenced"", ""Coffee maker: drip coffee maker"", ""Laundromat nearby"", ""Window AC unit"", ""Portable fans"", ""Kitchen"", ""Toaster"", ""Hot water kettle"", ""Lock on bedroom door"", ""Body soap"", ""Exterior security cameras on property"", ""Essentials"", ""Extra pillows and blankets"", ""Stove"", ""Long term stays allowed"", ""Free street parking"", ""Clothing storage: closet and dresser"", ""Ethernet connection"", ""Wifi"", ""Bed linens"", ""Paid washer \u2013 In building"", ""Conditioner"", ""Oven"", ""BBQ grill"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Hangers"", ""Blender""]",,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,29,59,89,89,2025-12-04,26,0,0,27,0,0,,2021-08-26,2023-09-05,4.92,4.85,5.0,4.88,5.0,4.69,4.81,,f,1,0,1,0,0.5
51689558,https://www.airbnb.com/rooms/51689558,20251204025441,2025-12-05,previous scrape,"Spacious Plant-filled 2 Bed, 2 Bath with Balcony","The whole group will enjoy easy access to great restaurants, bars, & parks from a centrally located apartment in Williamsburg.  2 large bedrooms w/ queen-size beds overlooking a garden, a fully equipped kitchen & cozy living room w/ an extra long, comfy couch!<br /><br />+2 full bathrooms w/ ACs & fans.<br /><br />We're 5 minutes from the Graham L-train making it easy to get home after a day exploring the city.<br /><br />*Want cheaper rent? One room could be taken by our dear friend as your flatmate this July. Dm us!",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTE2ODk1NTg%3D/original/72426818-8490-4a55-a563-b1d6593a3893.jpeg,5278391,https://www.airbnb.com/users/show/5278391,1.4625398239036152e+18,https://www.airbnb.com/users/profile/1462539823903615324,Ash,2013-03-01,12.0,9.0,10.0,10.0,"New York, NY","I live in Brooklyn and work as a freelance video editor. I spend a lot of time with amazing friends, organizing events, and practicing yoga.",,,100%,f,https://a0.muscache.com/im/pictures/user/4a75e374-21eb-40b4-a1a5-da5e80a1bc39.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4a75e374-21eb-40b4-a1a5-da5e80a1bc39.jpg?aki_policy=profile_x_medium,Williamsburg,5.0,5.0,"['email', 'phone']",t,t,,Williamsburg,Brooklyn,40.7153,-73.94085,Entire rental unit,Entire home/apt,3,,2 baths,2.0,,"[""Dishes and silverware"", ""Microwave"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Mini fridge"", ""First aid kit"", ""Sound system"", ""Smoke alarm"", ""TV"", ""Dedicated workspace"", ""Rice maker"", ""Air conditioning"", ""Iron"", ""Lockbox"", ""Kitchen"", ""Luggage dropoff allowed"", ""Wifi"", ""Self check-in"", ""Stainless steel oven""]",,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,0,0,0,0,2025-12-05,3,0,0,0,0,0,,2021-09-19,2021-11-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,5,2,3,0,0.06
51691170,https://www.airbnb.com/rooms/51691170,20251204025441,2025-12-04,city scrape,The Mermaids Bungalow,"Enjoy easy access to everything from this centrally located spacious studio apartment. Walk 2 blocks to the beach & 2 blocks to the 90th Street train stop, 20 blocks from the ferry. Walking distance to all of the best restaurants and just up the block the from the shopping center/grocery store, CVS, local coffee & breakfast shop.",,https://a0.muscache.com/pictures/e1cdc03b-f9e0-4c57-bcf4-3916e87b0c36.jpg,417548106,https://www.airbnb.com/users/show/417548106,1.4698977679791473e+18,https://www.airbnb.com/users/profile/1469897767979147176,Julie,2021-08-08,4.0,3.0,4.0,3.0,,,,,,f,https://a0.muscache.com/im/pictures/user/4330667f-4597-450c-b05a-4708a96adf6e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4330667f-4597-450c-b05a-4708a96adf6e.jpg?aki_policy=profile_x_medium,Far Rockaway,2.0,3.0,"['email', 'phone']",t,t,,Rockaway Beach,Queens,40.58922,-73.81418,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Air conditioning"", ""Smoke alarm"", ""Kitchen"", ""Carbon monoxide alarm"", ""Fire extinguisher""]",,30,30,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,270,2025-12-04,21,0,0,28,0,0,,2021-08-27,2023-08-27,4.43,4.62,4.62,4.81,4.76,4.57,4.43,,t,2,2,0,0,0.4
51889396,https://www.airbnb.com/rooms/51889396,20251204025441,2025-12-05,previous scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 3rd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />Your room is a private bathroom.<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/f5d2d6e6-f780-4b6b-aca8-88b591449205.jpg,204704622,https://www.airbnb.com/users/show/204704622,1.4690679946103342e+18,https://www.airbnb.com/users/profile/1469067994610334242,Momoyo,2018-07-24,7.0,4.0,7.0,4.0,,,within a few hours,98%,50%,f,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_x_medium,Woodside,308.0,319.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72581,-73.8587,Private room in townhouse,Private room,2,,1 private bath,,,"[""Heating"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,216,2,214,0,
51889461,https://www.airbnb.com/rooms/51889461,20251204025441,2025-12-05,previous scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 3rd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />You basically share 1 bathroom with 2 other rooms.<br />(One bathroom is for master bedroom)<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/f5d2d6e6-f780-4b6b-aca8-88b591449205.jpg,204704622,https://www.airbnb.com/users/show/204704622,1.4690679946103342e+18,https://www.airbnb.com/users/profile/1469067994610334242,Momoyo,2018-07-24,7.0,4.0,7.0,4.0,,,within a few hours,98%,50%,f,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_x_medium,Woodside,308.0,319.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72472,-73.85875,Private room in townhouse,Private room,2,,1 shared bath,,,"[""Heating"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,216,2,214,0,
51889500,https://www.airbnb.com/rooms/51889500,20251204025441,2025-12-05,previous scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 2nd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />You basically share 1 bathroom with 2 other rooms.<br />(One bathroom is for master bedroom)<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/miso/Hosting-51889500/original/e5423cda-de51-4cb1-b74c-32fa3a3ef693.jpeg,204704622,https://www.airbnb.com/users/show/204704622,1.4690679946103342e+18,https://www.airbnb.com/users/profile/1469067994610334242,Momoyo,2018-07-24,7.0,4.0,7.0,4.0,,,within a few hours,98%,50%,f,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_x_medium,Woodside,308.0,319.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72476,-73.85864,Private room in townhouse,Private room,2,,1 shared bath,,,"[""Heating"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,216,2,214,0,
51889577,https://www.airbnb.com/rooms/51889577,20251204025441,2025-12-04,city scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 3rd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />You basically share 1 bathroom with 2 other rooms.<br />(One bathroom is for master bedroom)<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/miso/Hosting-51889577/original/0eb87d5c-28ec-4df7-ae52-3ad8aa45ceaf.jpeg,204704622,https://www.airbnb.com/users/show/204704622,1.4690679946103342e+18,https://www.airbnb.com/users/profile/1469067994610334242,Momoyo,2018-07-24,7.0,4.0,7.0,4.0,,,within a few hours,98%,50%,f,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_x_medium,Woodside,308.0,319.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72453,-73.85715,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Heating"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,28,28,28,28,2025-12-04,0,0,0,28,0,0,,,,,,,,,,,,f,216,2,214,0,
51889628,https://www.airbnb.com/rooms/51889628,20251204025441,2025-12-05,previous scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 2nd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />You basically share 1 bathroom with 2 other rooms.<br />(One bathroom is for master bedroom)<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/f5d2d6e6-f780-4b6b-aca8-88b591449205.jpg,204704622,https://www.airbnb.com/users/show/204704622,1.4690679946103342e+18,https://www.airbnb.com/users/profile/1469067994610334242,Momoyo,2018-07-24,7.0,4.0,7.0,4.0,,,within a few hours,98%,50%,f,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_x_medium,Woodside,308.0,319.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72557,-73.85892,Private room in townhouse,Private room,2,,1 shared bath,,,"[""Heating"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,216,2,214,0,
51889674,https://www.airbnb.com/rooms/51889674,20251204025441,2025-12-05,previous scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 3rd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />You basically share 1 bathroom with 2 other rooms.<br />(One bathroom is for master bedroom)<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/miso/Hosting-51889674/original/ff37b12c-458b-404d-84d6-139f54ce3b2b.jpeg,204704622,https://www.airbnb.com/users/show/204704622,1.4690679946103342e+18,https://www.airbnb.com/users/profile/1469067994610334242,Momoyo,2018-07-24,7.0,4.0,7.0,4.0,,,within a few hours,98%,50%,f,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_x_medium,Woodside,308.0,319.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72408,-73.85811,Private room in townhouse,Private room,2,,1 shared bath,,,"[""Heating"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,12,12,12,12,2025-12-05,4,0,0,12,0,0,,2022-07-01,2023-05-01,5.0,5.0,4.75,5.0,4.75,4.75,4.5,,f,216,2,214,0,0.1
51889729,https://www.airbnb.com/rooms/51889729,20251204025441,2025-12-05,previous scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 2nd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />You basically share 1 bathroom with 2 other rooms.<br />(One bathroom is for master bedroom)<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/miso/Hosting-51889729/original/2ba1c7a5-dd22-4aaa-bd53-d58e050394f9.jpeg,204704622,https://www.airbnb.com/users/show/204704622,1.4690679946103342e+18,https://www.airbnb.com/users/profile/1469067994610334242,Momoyo,2018-07-24,7.0,4.0,7.0,4.0,,,within a few hours,98%,50%,f,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/64b3c8f6-a0ca-4fd9-9e28-cdb89772ec07.jpg?aki_policy=profile_x_medium,Woodside,308.0,319.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72465,-73.85892,Private room in townhouse,Private room,2,,1 shared bath,,,"[""Heating"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,2,0,0,0,0,0,,2021-10-08,2022-03-03,4.0,4.5,4.0,4.5,4.0,5.0,4.5,,f,216,2,214,0,0.04
51901717,https://www.airbnb.com/rooms/51901717,20251204025441,2025-12-05,previous scrape,Spacious bright 1 BR Apartment on Wall Street,"Spacious bright 1 bedroom apartment in a prime location in Financial District. Access to major trains (4,5,2,3,1,A,C,E) and ton of restaurants and bars within walking distance in a historic neighborhood. You’ll a minutes away from Hudson and East river with a rooftop with a 360 degree view of the city at the 40th floor.","Historic neighborhood with cool bars on Water Street, Pearl Street and Stone street. Check out The Dead Rabbit, Ulysses and Harry’s. Pearl 17 and Battery Park are within walking distance",https://a0.muscache.com/pictures/1df5a0b7-706d-494a-9029-bdb3db322603.jpg,4493085,https://www.airbnb.com/users/show/4493085,1.4626589197870833e+18,https://www.airbnb.com/users/profile/1462658919787083179,Babak,2012-12-26,12.0,11.0,12.0,11.0,"New York, NY",I graduated from UC San Diego.,,,,f,https://a0.muscache.com/im/pictures/user/1b90ed9c-a6f4-4b0f-8f6f-3b4372fbd3f4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1b90ed9c-a6f4-4b0f-8f6f-3b4372fbd3f4.jpg?aki_policy=profile_x_medium,,1.0,1.0,['phone'],t,t,Neighborhood highlights,Financial District,Manhattan,40.70401,-74.00919,Entire rental unit,Entire home/apt,3,,1.5 baths,1.0,,"[""River view"", ""Carbon monoxide alarm"", ""Washer"", ""Fire extinguisher"", ""Dryer"", ""HDTV with Netflix, HBO Max"", ""Smoke alarm"", ""Shampoo"", ""City skyline view"", ""Elevator"", ""Hot water"", ""Dedicated workspace"", ""Air conditioning"", ""Iron"", ""Kitchen"", ""Gym"", ""Essentials"", ""Heating"", ""Wifi"", ""Hair dryer""]",,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,0,0,0,0,2025-12-05,2,0,0,0,0,0,,2021-10-02,2022-07-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.04
